0.522808 0.386824 0.125130 -0.066527 0.210289 -0.154723 0.037707 0.041362 0.167454 0.082823 0.230762 0.121183 
1.316258 0.779422 0.584857 0.500108 0.452046 0.360394 0.356451 0.296639 0.225138 0.138111 0.094312 0.144124 
0.058169 0.262090 0.409269 0.342319 0.484740 0.166157 0.308224 0.138350 0.277335 0.132007 0.139687 0.080246 
1.927653 0.077072 0.349804 0.537803 -0.253938 0.182190 0.603907 -0.194449 -0.192821 -0.096411 0.149939 -0.033449 
0.139857 -0.142676 0.506422 0.346400 -0.056951 0.192406 0.569498 0.020319 0.104863 0.091659 0.148550 0.060094 
1.778038 0.957973 0.438299 0.394708 0.892346 0.011601 -0.121121 -0.088085 0.092881 -0.213673 -0.016950 -0.154561 
1.520163 0.016713 -0.349445 0.156702 0.724373 0.189642 0.231946 0.309658 0.456460 0.049522 -0.043849 -0.061127 
2.548180 -0.030080 -0.309252 0.286726 0.587637 0.053391 0.341024 0.379045 0.077899 -0.110924 -0.127006 0.115641 
0.771108 -0.067199 0.263416 0.294399 0.610334 0.280420 0.294445 0.117638 0.276024 0.121251 0.120189 0.083361 
1.604631 1.004146 0.752333 0.602728 0.502725 0.257782 0.258110 0.187609 0.123268 0.048285 0.099180 0.075730 
0.745195 0.607893 0.482568 0.218684 0.316815 0.115673 0.283046 0.189311 0.236432 0.228392 0.177323 0.110604 
2.579415 0.667728 0.117774 0.318806 0.301502 -0.141474 0.239797 0.154398 0.087376 0.164919 0.214013 0.237363 
-0.628816 -0.021422 1.020643 -0.073212 -0.035653 -0.018829 0.356594 0.188992 0.258710 0.137278 0.147726 0.037957 
1.937390 0.965953 0.590213 0.440627 0.216851 -0.072802 0.138582 0.222440 0.204495 0.160518 0.142123 0.167437 
1.742549 0.598382 0.220611 -0.077940 0.197895 0.244024 0.437043 0.243812 0.191017 0.140431 0.050267 0.056538 
2.381613 0.132674 0.054918 0.105783 0.580827 -0.209397 -0.029970 0.183650 -0.236576 -0.111743 -0.140913 0.042857 
1.381505 0.836095 0.504231 0.235802 0.323713 -0.009336 0.070657 0.092755 0.176611 0.123660 0.163030 0.123078 
1.772769 0.715810 0.344600 0.389171 0.478496 0.354099 0.460265 0.339555 0.162922 0.012263 0.006154 0.102573 
0.154501 0.234888 0.873997 -0.000259 0.040421 -0.046433 0.349106 0.239271 0.313840 0.295552 0.193506 0.054733 
2.271081 -0.237220 0.352770 0.542757 -0.175219 0.159973 0.471627 -0.058788 -0.267516 -0.003150 0.139787 0.012112 
-0.854641 -0.183212 0.572978 0.313517 0.200419 0.286335 0.586991 0.002180 0.063138 0.046510 0.180989 0.159015 
2.160535 0.898645 0.284509 0.780481 0.674181 -0.123999 -0.092711 -0.128505 0.110870 -0.111439 -0.127386 -0.081113 
1.773825 0.255437 -0.088459 -0.049537 0.615998 0.245530 0.198686 0.296689 0.255996 0.072396 0.059533 0.022770 
2.428682 0.168341 -0.565765 0.192298 0.373870 0.495174 0.384524 0.264138 0.212164 0.038540 -0.046235 -0.021619 
1.057592 0.075134 0.445711 0.315089 0.117762 0.049720 0.481597 0.323760 0.189353 0.249375 0.143287 0.046002 
1.843187 1.162433 0.794811 0.688444 0.591190 0.044945 0.010349 -0.000838 0.138105 -0.044868 -0.055219 -0.030264 
1.076171 0.591280 0.430256 0.338750 0.302312 0.260955 0.255510 0.237548 0.225192 0.220023 0.209755 0.131970 
2.436550 0.458418 0.472896 0.574712 0.052969 0.231331 0.569533 0.286541 -0.085738 -0.047563 0.097411 0.010062 
-1.106238 -0.074608 1.146305 0.143632 0.117142 0.114761 0.381004 0.114248 0.154547 0.105137 0.159133 0.037462 
2.143089 1.064130 0.314874 0.071526 0.524185 -0.091787 -0.101614 -0.072470 0.139730 0.104533 0.104385 0.032882 
2.188757 0.391015 0.051744 0.264291 0.452637 0.219635 0.476998 0.341060 0.072270 0.017913 -0.050312 0.067949 
2.764922 0.367717 -0.171209 0.369435 0.311037 -0.336602 -0.139012 -0.063193 0.102184 -0.007654 -0.021721 0.127625 
